"","LIST-ID","EDCS-ID","EDH-ID","not_before","not_after","transcription","clean_text_interpretive_word","type_of_inscription_clean","type_of_inscription_auto","type_of_monument_clean","province","province_label_clean","place","findspot_ancient_clean","findspot_modern_clean","status_notation","Latitude","Longitude"
"6648",475107,"EDCS-28300084","HD062412",71,170,"I(ovi) O(ptimo) M(aximo) / M(arcus) Iunius / Fadenus / dec(urio) eq(uitum) / coh(ortis) III / Alpinor(um) / v(otum) s(olvit) l(ibens) m(erito)","Iovi Optimo Maximo Marcus Iunius Fadenus decurio equitum cohortis III Alpinorum votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","Municipium Magnum","Drniš","milites, tria nomina, viri","43.8047","16.2988"
"6649",475108,"EDCS-30600018","HD053737",1,300,"------] pon(tifici) max(imo) trib(unicia) potest(ate) / [---] Bl(a)eso leg(ato) pro pr(aetore)","pontifici maximo tribunicia potestate Blaeso legato pro praetore","building/dedicatory inscription","building/dedicatory inscription","architectural member","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","Promona","Drniš","Augusti/Augustae, ordo senatorius, viri","43.8955","16.2114"
"6650",475109,"EDCS-30600019","HD061911",201,300,"D(is) M(anibus) / (A)elius filius / (A)eliae Sever(a)e ma/tri su(a)e pientissi/m(a)e libens posuit / defunct(a)e ann(orum) XXXVII","Dis Manibus Aelius filius Aeliae Severae matri suae pientissimae libens posuit defunctae annorum XXXVII","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","Promona","Drniš","mulieres, nomen singulare, tria nomina, viri","43.8955","16.2114"
"6651",475110,"EDCS-30600020","HD061912",151,300,"D(is) M(anibus) / C(aio) Iulio Velo/ci defunc/to ann(orum) LXXV / Iulius Satur/ninus filius / patri posuit","Dis Manibus Caio Iulio Veloci defuncto annorum LXXV Iulius Saturninus filius patri posuit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","Promona","Drniš","tria nomina, viri","43.8955","16.2114"
"6652",475111,"EDCS-30200155","HD057967",1,300,"------ Iun]oni(?) / [--- Co]nser(vatori?) / [Reg]in(ae?) / [---]us pos(uit)","Iunoni Conservatori Reginae us posuit","votive inscription","votive inscription","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","viri","43.9096687","16.3977809"
"6653",475112,"EDCS-30200157","HD057767",1,300,"I(ovi) O(ptimo) M(aximo)","Iovi Optimo Maximo","NULL",NA,"NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika",NA,"43.9096687","16.3977809"
"6654",475113,"EDCS-30200158","HD057746",151,300,"I(ovi) O(ptimo) M(aximo) / T(itus) A(urelius?) T(---) / v(otum) s(olvit) &lt;l=I&gt;(ibens) ","Iovi Optimo Maximo Titus Aurelius T votum solvit lt l gt ibens","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","tria nomina, viri","43.9096687","16.3977809"
"6655",475114,"EDCS-30200160","HD057912",1,300,"[I(ovi)] O(ptimo) M(aximo) / l(ibens?) v(otum?) s(olvit?) / M(arcus) P(---) C(---)","Iovi Optimo Maximo libens votum solvit Marcus P C","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","tria nomina, viri","43.9096687","16.3977809"
"6656",475115,"EDCS-30200161","HD057913",101,300,"------?] Aure[---] / ATAR[---] / votum [---] / patri [------","Aure ATAR votum patri","epitaph","epitaph","urn","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","viri","43.9096687","16.3977809"
"6657",475116,"EDCS-30200166","HD057968",1,600,"INIC / SVS","INIC SVS","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika",NA,"43.9096687","16.3977809"
"6658",475117,"EDCS-30200168","HD057778",101,300,"------]oni / DE[---]EI / Aur(elius?) [---]ovi/us [---]SEP[---] et / [---] quia fil(--) par(ent---) / [------?","oni DE EI Aurelius ovius SEP et quia fil parent","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","tria nomina, viri","43.9096687","16.3977809"
"6659",475118,"EDCS-30200169","HD057769",151,300,"[I(ovi) O(ptimo) M(aximo)](?) / Aur(elius) Sextu/s Ledri res/tituit l(ibens)","Iovi Optimo Maximo Aurelius Sextus Ledri restituit libens","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","tria nomina, viri","43.9096687","16.3977809"
"6660",475119,"EDCS-30200170","HD057775",151,300,"T(ito) Aurel(io) Te/renti patri / bene merito / fili(i) posuer(unt)","Tito Aurelio Terenti patri bene merito filii posuerunt","epitaph","epitaph","urn","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","tria nomina, viri","43.9096687","16.3977809"
"6661",475120,"EDCS-30200171","HD057969",1,300,"------ P?]latori / marito bene / merenti posuit","Platori marito bene merenti posuit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","viri","43.9096687","16.3977809"
"6662",475121,"EDCS-30200172","HD057975",101,300,"Tit(ia) Ursa puel/la inf(elicissima) quae vi/x(it) ann(os) p(lus) m(inus) XXV / parentes fi/li(a)e b(ene) m(erenti) et si/bi pos(uerunt)","Titia Ursa puella infelicissima quae vixit annos plus minus XXV parentes filiae bene merenti et sibi posuerunt","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","mulieres, nomen singulare","43.9096687","16.3977809"
"6663",475122,"EDCS-30200174","HD057777",1,300,"------]/NEN[---] / vixit an(n)[os ------","NEN vixit annos","epitaph","epitaph","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika",NA,"43.9096687","16.3977809"
"6664",475123,"EDCS-30200175","HD057780",1,300,"------] / CONC [------","CONC","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika",NA,"43.9096687","16.3977809"
"6665",475124,"EDCS-30200176","HD057872",1,300,"------?] / D[---] / T[---] / A[---] / NI[------","D T A NI","NULL",NA,"NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika",NA,"43.9096687","16.3977809"
"6666",475125,"EDCS-31400244","HD057923",1,300,"------]AE / [---]S / [------ ------]I / [---]R / [---]E[------ // ------]oni P(---) [------","AE S I R E oni P","NULL",NA,"NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika",NA,"43.9096687","16.3977809"
"6667",475126,"EDCS-31400286","HD057737",101,300,"D(ianae) A(ugustae) s(acrum) / P(ublius) A(urelius?) M(---) C(---) / v(otum) s(olvit) l(ibens) m(erito)","Dianae Augustae sacrum Publius Aurelius M C votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Civljane","tria nomina, viri","43.9096687","16.3977809"
"6668",475127,"EDCS-31400287","HD057792",1,300,"------] Mad[ocus?] / Dian[ae v(otum) s(olvit) l(ibens) m(erito)]","Madocus Dianae votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","Salonae","Vrlika",NA,"43.9096687","16.3977809"
"6669",475128,"EDCS-29900053","HD057800",121,150,"I(nvicto?) p(atri) // Ael(ius) Aelianus / eq(ues) praet(orianus) et / Ulp(ius) Licinius / a scr(iniis) praef(ecti) / sancxer(unt)(!)","Invicto patri Aelius Aelianus eques praetorianus et Ulpius Licinius a scriniis praefecti sancxerunt","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","milites, tria nomina, viri","43.9096687","16.3977809"
"6670",475129,"EDCS-31400288","HD057926",1,300,"S(ilvano) V(iatori?) s(acrum)","Silvano Viatori sacrum","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika",NA,"43.9096687","16.3977809"
"6671",475130,"EDCS-31400289","HD057919",1,300,"S(ilvano) V(iatori?) s(acrum) / Quintu[s] / Anix[---?] / v(otum) s(olvit) l(ibens) m(erito)","Silvano Viatori sacrum Quintus Anix votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","viri","43.9096687","16.3977809"
"6672",475131,"EDCS-31400290","HD057924",1,300,"S(ilvano) V(iatori?) s(acrum) I(?) / N&lt;e?=I&gt;po/&lt;t?=C&gt;ian/[us ------ ","Silvano Viatori sacrum I N lt e=I gt po lt t=C gt ianus","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","tria nomina, viri","43.9096687","16.3977809"
"6673",475132,"EDCS-31400291","HD057917",1,300,"S(ilvano) V(iatori?) s(acrum) / Panes / Pil(---) v(otum) s(olvit)","Silvano Viatori sacrum Panes Pil votum solvit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","nomen singulare, viri","43.9096687","16.3977809"
"6674",475133,"EDCS-31400292","HD057916",1,300,"Panes / Stul(---) / S(ilvano?) pos(uit)","Panes Stul Silvano posuit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","nomen singulare, viri","43.9096687","16.3977809"
"6675",475134,"EDCS-31400293","HD057918",1,300,"S(ilvano) V(iatori?) s(ancto?) s(acrum) Aug(usto?) / Q(uintus) S(---) Vo(---) / v(otum) s(olvit) l(ibens) m(erito)","Silvano Viatori sancto sacrum Augusto Quintus S Vo votum solvit libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","tria nomina, viri","43.9096687","16.3977809"
"6676",475135,"EDCS-31400294","HD057826",1,300,"V(eneri?) s(anctae?) s(acrum?)","Veneri sanctae sacrum","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika",NA,"43.9096687","16.3977809"
"6677",475136,"EDCS-31400295","HD057779",1,300,"------] // l(ibens) p(ecunia) s(ua)","libens pecunia sua","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika",NA,"43.9096687","16.3977809"
"6678",475137,"EDCS-31400296","HD057823",1,300,"------]ucio / [---? an(nos)?] XXXV / [---]SERAR","ucio annos XXXV SERAR","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika",NA,"43.9096687","16.3977809"
"6679",475138,"EDCS-31400297","HD057963",101,300,"------]V[---] / [---] et Au[rel(i--) ---] / [---]e con[iugi? ------ // ------ e]t sibi [---?] / [---?] Maxim[-- ---?] / [---? inc]omp[ara]/[bil]i f(e)c(it)(?) [------","V et Aureli e coniugi et sibi Maxim incomparabili fecit","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","mulieres, viri","43.9096687","16.3977809"
"6680",475139,"EDCS-31400298","HD057514",151,300,"Aur(elius) Tit[us] / m(iles)(?) l(egionis)(?) I a(diutricis) p(iae) [f(idelis)] v(otum) [s(olvit)] / Dian[ae l(ibens) m(erito)]","Aurelius Titus miles legionis I adiutricis piae fidelis votum solvit Dianae libens merito","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","Salonae","Vrlika","milites, tria nomina, viri","43.9096687","16.3977809"
"6681",475140,"EDCS-31400299","HD057871",151,230,"Aur(elio) Tul(l)io Ti/mammo ma/rito obsequ/entissimo / in[nocentissimo? ------?","Aurelio Tullio Timammo marito obsequentissimo innocentissimo","NULL",NA,"NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","tria nomina, viri","43.9096687","16.3977809"
"6682",475141,"EDCS-31400300","HD057915",1,300,"[--- F]irmu[s ---] / [---?] pos[uit ------?","Firmus posuit","votive inscription","votive inscription","tabula","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","viri","43.9096687","16.3977809"
"6683",475142,"EDCS-31400301","HD057802",101,300,"------] / [f]ecit(?) sibi et / Sextoni coni(ugi) / carissim(a)e / qu(a)e v(i)xit an/nos LV b(ene) m(erenti) / et suis","fecit sibi et Sextoni coniugi carissimae quae vixit annos LV bene merenti et suis","epitaph","epitaph","urn","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","mulieres, viri","43.9096687","16.3977809"
"6684",475143,"EDCS-31400302","HD057741",1,300,"------]/MES / [---]M MANT/[---]VR / [--- c]o(n)iugi / [---] vivus / [------?","MES M MANT VR coniugi vivus","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","mulieres, viri","43.9096687","16.3977809"
"6685",475144,"EDCS-31400303","HD057825",101,300,"------] / [---? incompara?]bili Messiae [---?] / coniugi suae [------?","incomparabili Messiae coniugi suae","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","mulieres, nomen singulare, viri","43.9096687","16.3977809"
"6686",475145,"EDCS-31400304","HD057965",1,300,"------ Mar]cel&lt;l=I&gt;u(s?) / [---]oni con/[iu]gi [------ ","Marcel lt l gt us oni coniugi","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","mulieres, viri","43.9096687","16.3977809"
"6687",475146,"EDCS-31400305","HD057805",1,300,"------]VAV[---] / Maximae / con(iugi) et sibi","VAV Maximae coniugi et sibi","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","mulieres, viri","43.9096687","16.3977809"
"6688",475147,"EDCS-31400306","HD057966",1,300,"[---] Titu[s ------","Titus","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","viri","43.9096687","16.3977809"
"6689",475148,"EDCS-31400307","HD064088",1,300,"------]ISI / [---]i U&lt;r?=P&gt;si OB/[---]vero e(t) fil/[io et si]bi pos(uit) ","ISI i U lt r=P gt si OB vero et filio et sibi posuit","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","Aequum","Hrvace","viri","43.7423","16.6547"
"6690",475149,"EDCS-31400308","HD057729",1,300,"------ V]al(erius)(?) Ursus / [---] loco [------","Valerius Ursus loco","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Kijevo","tria nomina, viri","43.9096687","16.3977809"
"6691",475150,"EDCS-31400309","HD057964",1,300,"Iet(t)o P[---]/EM[---] / V(?)[---] / [------?","Ietto P EM V","epitaph","epitaph","urn","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika",NA,"43.9096687","16.3977809"
"6692",475151,"EDCS-31400310","HD057742",1,300,"[---]tiae [---] / [---]l(?)eus [---] / [---? sib?]i p(osuit?) / [------?","tiae leus sibi posuit","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","mulieres, viri","43.9096687","16.3977809"
"6693",475152,"EDCS-31400311","HD064089",1,300,"------]NI[------?","NI","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika",NA,"43.9096687","16.3977809"
"6694",475153,"EDCS-31400312","HD064090",1,300,"------?] / NVA[---?] / OX[---?] / [------?","NVA OX","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika",NA,"43.9096687","16.3977809"
"6695",475154,"EDCS-31400313","HD057803",101,300,"------] / sibi et [---] / coni[ugi] / et sui[s ------","sibi et coniugi et suis","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","mulieres, viri","43.9096687","16.3977809"
"6696",475155,"EDCS-31400314","HD057824",1,300,"D(is) M(anibus) / [------","Dis Manibus","epitaph","epitaph","NULL","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika",NA,"43.9096687","16.3977809"
"6697",475156,"EDCS-17000067","HD022439",161,300,"Iovi / Fulmi(natori) / T(itus) Aurelius / Quintus // pos(uit)","Iovi Fulminatori Titus Aurelius Quintus posuit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","tria nomina, viri","43.9096687","16.3977809"
"6698",475157,"EDCS-32700522","HD057725",151,300,"[I(ovi) O(ptimo)] M(aximo) / T(itus)(?) A(u)r(elius) Ma/ximinus / q(uin)q(uennalis) suo / v(otum) l(ibens) s(olvit)","Iovi Optimo Maximo Titus Aurelius Maximinus quinquennalis suo votum libens solvit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Kijevo","ordo decurionum, tria nomina, viri","43.9096687","16.3977809"
"6699",475158,"EDCS-32700523","HD057728",1,300,"Aplon[i? ---? A?]/pinsi [------","Aploni Apinsi","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Kijevo",NA,"43.9096687","16.3977809"
"6700",475159,"EDCS-32700524","HD057735",193,250,"Septimius Pa[n]/es et Septimius / Titianus Apuri / patri suo pien/tissimo et matri / posuerunt","Septimius Panes et Septimius Titianus Apuri patri suo pientissimo et matri posuerunt","epitaph","epitaph","tabula","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","nomen singulare, tria nomina, viri","43.9096687","16.3977809"
"6701",475160,"EDCS-32700525","HD061640",1,300,"------](?)PRO[------?","PRO","epitaph","epitaph","urn","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika",NA,"43.9096687","16.3977809"
"6702",475161,"EDCS-10000769","HD034203",151,300,"L(---) Sabina / Nepoti et / Frontoni/ano fili/is pientis/simis fecit","L Sabina Nepoti et Frontoniano filiis pientissimis fecit","epitaph","epitaph","stele","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","Novae","Donji Proložac","mulieres, nomen singulare, tria nomina, viri","43.4057","17.1968"
"6703",475162,"EDCS-10000770","HD034204",1,150,"------?] / [---]V[---] / [--]s Bassus [---] / inter Barizani[ates et] / Lizaviates in nego[tio] / finali C(aium) Plotium Ma[xi]/mum iudicare iussit / [---]a p[ra]ecepit ut / [diceret se]ntentiam / [de ponendis ter]minis","V s Bassus inter Barizaniates et Lizaviates in negotio finali Caium Plotium Maximum iudicare iussit a praecepit ut diceret sententiam de ponendis terminis","boundary inscription","boundary inscription","tabula","Dalmatia","Dalmatia","Vrlika / Vrlica / Salona","NULL","Vrlika","ordo senatorius, tria nomina, viri","43.9096687","16.3977809"
"6704",475163,"EDCS-31900001","HD061669",1,300,"[I(ovi)] O(ptimo) M(aximo) / [------","Iovi Optimo Maximo","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrtoce","NULL","Drvar",NA,"44.6351728","16.1764005"
"6705",475164,"EDCS-31900002","HD061668",1,600,"------] / [---]ELSOV[---](?) / [---]VLDE[---](?)","ELSOV VLDE","NULL",NA,"NULL","Dalmatia","Dalmatia","Vrtoce","NULL","Drvar","viri","44.6351728","16.1764005"
"6706",475165,"EDCS-31400187","HD059903",201,300,"Lib(ero) P(atri) / Aurelia / Zaca / libens / pos(uit)","Libero Patri Aurelia Zaca libens posuit","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrutci","Capedunum","Užice","mulieres, tria nomina","43.9667","19.5333"
"6707",475166,"EDCS-10000189","HD018045",201,300,"Lib(ero) P(atri) C(---) / T(itus) Aur(elius) Ni/grinus / sac(erdos) p(ecunia) p(ublica)","Libero Patri C Titus Aurelius Nigrinus sacerdos pecunia publica","votive inscription","votive inscription","altar","Dalmatia","Dalmatia","Vrutci","Capedunum","Užice, bei","sacerdotes pagani, tria nomina, viri","43.8561","19.6639"
"6708",475167,"EDCS-10100776","HD023835",101,300,"[D(is)] M(anibus) s(acrum) / L(ucius) V(alerius?) Licinius / dec(urio) II(vir) vix(it) / an(nos) XXXV Pro/cilla coniunx / ipsius vix(it) an(nos) XX / L(ucius) V(alerius?) Monta/nus et Bae/bia Iulla / parentes / filio pien/tissimo et / sibi vivis / memoriam / pos(uerunt)","Dis Manibus sacrum Lucius Valerius Licinius decurio II vir vixit annos XXXV Procilla coniunx ipsius vixit annos XX Lucius Valerius Montanus et Baebia Iulla parentes filio pientissimo et sibi vivis memoriam posuerunt","epitaph","epitaph","altar","Dalmatia","Dalmatia","Zabrde","NULL","Andrijevica","mulieres, nomen singulare, ordo decurionum, tria nomina, viri","44.7073901","18.9882097"
