Column1,X,LIST.ID,EDCS.ID,EDH.ID,not_before,not_after,changed?,source,note,delete?,transcription,clean_text_interpretive_word,type_of_inscription_clean,type_of_inscription_auto,type_of_monument_clean,changed_type?,source,note,province,province_label_clean,place,findspot_ancient_clean,findspot_modern_clean,status_notation,Latitude,Longitude,count
329,3670,471716,EDCS-28800860,HD062541,151,300,,,,,D(is) M(anibus) / Calpurni/ae Nymphae / Q(uintus) Servilius / Statianus / |(centurio) coh(ortis) I Belg(arum) / coniugi / b(ene) m(erenti),Dis Manibus Calpurniae Nymphae Quintus Servilius Statianus centurio cohortis I Belgarum coniugi bene merenti,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
345,3688,471734,EDCS-32201066,HD062030,151,300,,,,,------] / c(o)hor[tis --- volun]/tario[r(um) Ma]/tura co[niugi] / pienti[ssimo ------,cohortis voluntariorum Matura coniugi pientissimo,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, nomen singulare, viri",43.5384,16.4743,1
351,4243,472301,EDCS-29500299,HD063186,151,300,,,,,M(anibus) D(is) // Valerio / Frontoni / vete[r]/ano def(uncto) an(norum) / LXXX Clau/dia Nigri/na coniu/gi carissi/mo b(ene) m(erenti) p(osuit),Manibus Dis Valerio Frontoni veterano defuncto annorum LXXX Claudia Nigrina coniugi carissimo bene merenti posuit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"mulieres, tria nomina, viri",43.5384,16.4743,1
356,4443,472611,EDCS-31400709,HD063887,151,300,,,,,Aurel(io) Diz(a)e eq(uiti) / ex sing(ularibus) stip(endiorum) XVI / Titia Valentin(a) / coniugi carissi/mo b(ene) [m(erenti)] p(o)s(uit),Aurelio Dizae equiti ex singularibus stipendiorum XVI Titia Valentina coniugi carissimo bene merenti posuit,epitaph,epitaph,urn,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
357,4444,472612,EDCS-31400710,HD063888,151,300,,,,,------] Aur(elio) Fla(vo?) [---] / [---] leg(ionis) I It[al(icae) ---] / [---] Aurelia [---] / [---] Aurelia[---] / [---] parent[------,Aurelio Flavo legionis I Italicae Aurelia Aurelia parent,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
359,4446,472615,EDCS-31400713,HD063889,151,300,,,,,------]ius Lici[nianus?] / [---]i |(centuria) Serv[------ // ------] dulcis[sim---] / [---] XIIII et [------,ius Licinianus i centuria Serv dulcissim XIIII et,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
363,4450,472619,EDCS-31400716,HD063892,151,300,,,,,D(is) [M(anibus)] / Vict(?)[or---] / nepo[ti] / mil(iti) c[oh(ortis)] / III Al[p(inae) Se]/cund[ina?] / T&lt;e=F&gt;erti c[on]/tuber[na]/li b(ene) m(erenti) p(osuit) ,Dis Manibus Victor nepoti militi cohortis III Alpinae Secundina T lt e gt erti contubernali bene merenti posuit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
372,4678,472872,EDCS-31900042,HD064102,151,300,,,,,D(is) [M(anibus)] / Aurel(ius) Mi[---] / vet(eranus) leg(ionis) V [Mace]/donica[e qui] / vixit [annos ------,Dis Manibus Aurelius Mi veteranus legionis V Macedonicae qui vixit annos,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
376,4749,472944,EDCS-32201068,HD062026,151,300,,,,,------] coh(ortis) [---] / [--- ex p]editibus(?) [---] / [---] d(e)f(uncto) ann(orum) [---] / [--- s]tip(endiorum) XIIII [---] / [--- Am]and(us)(?) fil(i--) [------,cohortis ex peditibus defuncto annorum stipendiorum XIIII Amandus fili,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
377,4750,472945,EDCS-32201069,HD062025,151,300,,,,,------]A [---] / [--- si]ng(ularis?) c[oh(ortis?) ---] / [--- v]ixit [---] / [---]NCA[------,A singularis cohortis vixit NCA,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
382,4870,473078,EDCS-32700256,HD061558,151,300,,,,,------]cato [---] / [---] coh(ortis) I A[lpinorum?] / [---] sing(ularis) c[o(n)s(ularis) ---] / [---] Aur(elius) M[------,cato cohortis I Alpinorum singularis consularis Aurelius M,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
383,4871,473079,EDCS-32700258,HD061556,151,300,,,,,D(is) [M(anibus)] // Licinio [--- mil(iti)] / coh(ortis) I[---] / an(norum) XX[---] / def(uncto) L[--- testa]/ment(o) f[ieri iussit],Dis Manibus Licinio militi cohortis I annorum XX defuncto L testamento fieri iussit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
384,4872,473080,EDCS-32700259,HD061555,151,300,,,,,------]inio [---] / [---]timo qu[i vix(it)] / [a]n(nos) XXVII Max[imi]/nus vet(eranus) pate[r] / [f]ilio pientiss(imo) t(itulum) [f(ecit)],inio timo qui vixit annos XXVII Maximinus veteranus pater filio pientissimo titulum fecit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Klis,"milites, nomen singulare, tria nomina, viri",43.5384,16.4743,1
386,4874,473082,EDCS-32700261,HD061553,151,300,,,,,[D(is)] M(anibus) / [-? P]ompeio / [Fro]ntiniano / [mil(iti) co]h(ortis) III Alp(inorum) [------?,Dis Manibus Pompeio Frontiniano militi cohortis III Alpinorum,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
389,4877,473085,EDCS-32700264,HD061550,151,300,,,,,D(is) M(anibus) / Surus Vic/toris mil(es) / coh(ortis) I mil(iariae) / Aurel(iae) Teren/tiae hospi/tae ann(orum) XXXVII be/ne merenti po/sui(t) titulum,Dis Manibus Surus Victoris miles cohortis I miliariae Aureliae Terentiae hospitae annorum XXXVII bene merenti posuit titulum,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Klis,"milites, mulieres, nomen singulare, tria nomina, viri",43.5384,16.4743,1
390,4878,473086,EDCS-32700265,HD061539,151,300,,,,,D(is) M(anibus) [s(acrum)] / Valerius As[iati]/cus(?) sagittar[ius qui] / v(ixit) an(nos) XXXV m(enses) II[---] / Valerius Va[lens] / f&lt;e=I&gt;cit mem[or(iam) fil(io)?] / suo infa[nti?] / &lt;e=F&gt;(t) denari[um quin]/que mili[bus fecit] // RB ,Dis Manibus sacrum Valerius Asiaticus sagittarius qui vixit annos XXXV menses II Valerius Valens f lt e gt cit memoriam filio suo infanti lt e gt t denarium quin que milibus fecit RB,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
391,4879,473087,EDCS-32700266,HD055082,151,300,,,,,D(is) M(anibus) [s(acrum)] / L(ucio) Vettio Pro[bo] / b(ene)f(iciario) co(n)s(ularis) leg(ionis) XI / Cl(audiae) p(iae) f(idelis) L(ucius) Vettius / Gratus et Vetti(a) / Ianuaria patri / b(ene) m(erenti) [p(osuerunt)],Dis Manibus sacrum Lucio Vettio Probo beneficiario consularis legionis XI Claudiae piae fidelis Lucius Vettius Gratus et Vettia Ianuaria patri bene merenti posuerunt,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Klis,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
396,4943,473152,EDCS-32700325,HD061412,151,300,,,,,[--- infeli]cissimo / [--- Cel]eri primo / [pilao? ---?] vixit mec(um) / [ann]is XXV fili[o ---] / [---]MIII pater / [---]IIFF FIPI / [------?,infelicissimo Celeri primo pilao vixit mecum annis XXV filio MIII pater IIFF FIPI,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
428,5418,473715,EDCS-10101623,HD035040,151,300,,,,,[---]DEG[---] / [--- a]nn(os) X[---] / [---]I(?)V(?)[---] / [------,DEG annos X IV,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, ordo decurionum, viri",43.5384,16.4743,1
431,5510,473829,EDCS-10101745,HD035168,151,300,,,,,D(is) M(anibus) // Septiena Mar(cia?) / con(iugi) car(issimo) pi/entissimo / Iul(io) Crispi/no qui et Pas/sar miles / strator v(iri) c(onsularis) / b(ene) m(erenti),Dis Manibus Septiena Marcia coniugi carissimo pientissimo Iulio Crispino qui et Passar miles strator viri consularis bene merenti,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
210,2153,470150,EDCS-10000627,HD033848,170,300,,,,,[D(is)] M(anibus) s(acrum) / Ratoniae Au/tumnae q(uae) v(ixit) / a(nnos) XL Scard(onitanae) / Asidonius / Vitellianu/s |(centurio) coh(ortis) II mil(liariae) / c(oniugi) c(arissimae) p(osuit),Dis Manibus sacrum Ratoniae Autumnae quae vixit annos XL Scardonitanae Asidonius Vitellianus centurio cohortis II milliariae coniugi carissimae posuit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Pljevlja / Komini / Municipium Splonistarum,Municipium S[---],Pljevlja,"milites, mulieres, tria nomina, viri",43.3424,19.3204,1
81,925,468877,EDCS-30400592,HD061849,171,300,,,,,D(is) M(anibus) / Aur(elius) Rufu(s) / an(norum) XXV / mi&lt;l=I&gt;is(!) leg(ionis) / sic(undae)(!) Aur(elius) &lt;T=I&gt;u/rranius p(ater?) &lt;f=I&gt;(ilio)(?) / h(ic) s(itus) e(st) ,Dis Manibus Aurelius Rufus annorum XXV mi lt l gt is legionis sicundae Aurelius lt T gt urranius pater lt f gt ilio hic situs est,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Golubic / Raetinium,Raetinium,Bihać,"milites, tria nomina, viri",44.7885,15.9292,1
88,1004,468957,EDCS-10000643,HD034118,171,300,,,,,D(is) [M(anibus)] / Aur[elio] / Tironi [mi]/leti(!) de[fun]/cto per[---] / |(---) D E Val[en]/tina so[cero] / caris(s)imo / posuit b[e]/ne me(renti),Dis Manibus Aurelio Tironi mileti defuncto per D E Valentina socero carissimo posuit bene merenti,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Gornji Vakuf-Uskoplje,NULL,Gornji Vakuf-Uskoplje,"milites, mulieres, tria nomina, viri",43.9385698,17.583559,1
207,2088,470082,EDCS-31400259,HD051319,171,300,,,,,[D(is)] M(anibus) / Aurelio / Vero dec(urioni) / municipi(i) / Rideri mil(iti) leg(ionis) / XI Cl(audiae) p(iae) f(idelis) milit(avit) / [------ // ------] / ann(os) XXV Aur[e]/li(i) Varro et Can/dida parent(es),Dis Manibus Aurelio Vero decurioni municipii Rideri militi legionis XI Claudiae piae fidelis militavit annos XXV Aurelii Varro et Candida parentes,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Perun,Pituntium,"Podstrana, bei","milites, mulieres, ordo decurionum, tria nomina, viri",43.4741,16.5681,1
214,2210,470208,EDCS-28400249,HD061267,171,300,,,,,D(is) M(anibus) / Aur(elio) Quinto / an(norum) XXX vet(erano) / Fl(avia) Q&lt;u&gt;ie&lt;t=I&gt;a(?) {V}(?) / marito ,Dis Manibus Aurelio Quinto annorum XXX veterano Flavia Q lt u gt ie lt t gt a V marito,epitaph,epitaph,urn,,,,Dalmatia,Dalmatia,Pocitelj,NULL,Gospić,"mulieres, tria nomina, viri",44.44889,15.44778,1
241,2926,470939,EDCS-27601574,HD054352,171,300,,,,,Aur(elius) Martialis / mil(es) leg(ionis) I Italici(!) / st(ipendiorum) XXVII et Ael(ia) / coniux aeius(!) et / Martiali filio / eorum uno fato / decepti Disdozi / frat(er) et (h)eres / eorum posuit,Aurelius Martialis miles legionis I Italici stipendiorum XXVII et Aelia coniux aeius et Martiali filio eorum uno fato decepti Disdozi frater et heres eorum posuit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, nomen singulare, tria nomina, viri",43.5384,16.4743,1
242,2927,470940,EDCS-27601575,HD054355,171,300,,,,,D(is) M(anibus) // Aurelio Muca/trae mil(iti) leg(ionis) / I Italicae stip(endiorum) / XIIII Aurel(ius) / Sabasianus / mil(es) leg(ionis) s(upra) s(criptae) / b(ene) m(erenti) p(osuit),Dis Manibus Aurelio Mucatrae militi legionis I Italicae stipendiorum XIIII Aurelius Sabasianus miles legionis supra scriptae bene merenti posuit,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
244,2929,470942,EDCS-27601636,HD054372,171,300,,,,,Aur(elius) Priscus opti(o) / eq(uitum) sing(ularium) Aur(elio) Prisco / filio infelicissimo / qui vixit ann(os) II m(enses) VIII,Aurelius Priscus optio equitum singularium Aurelio Prisco filio infelicissimo qui vixit annos II menses VIII,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Klis,"milites, tria nomina",43.5384,16.4743,1
206,2077,470071,EDCS-31400640,HD051053,171,300,,,,,D(is) M(anibus) // Aurel(ius) Super vete//ranus ex leg(ione) VIII Aug(usta) / memoriam sibi / viv(u)s et Ver(a)e con/iugi Maximinae / et Victorino fili(i)s / nostris filiam(!) / diffunctam(!) vi/xit annos XXVIII,Dis Manibus Aurelius Super veteranus ex legione VIII Augusta memoriam sibi vivus et Verae coniugi Maximinae et Victorino filiis nostris filiam diffunctam vixit annos XXVIII,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Pazaric,NULL,Hadžići,"milites, mulieres, nomen singulare, tria nomina, viri",43.7874012,18.1520712,1
287,2979,470992,EDCS-27601629,HD055648,171,300,,,,,D(is) M(anibus) / Valerio / Valentino / vet(erano) ex eq(uitum) / sing(ularium) / Simpronia(!) / Marcellina / con(iugi) b(ene) m(erenti),Dis Manibus Valerio Valentino veterano ex equitum singularium Simpronia Marcellina coniugi bene merenti,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Split,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
290,2982,470995,EDCS-27800055,HD063265,171,300,,,,,M(arco) Veratio / Severino / defunct(o) an(norum) V / M(arcus) Veratius / Severus vet(eranus) leg(ionis) / XXX Ulp(iae) vic(tricis) et / Licinia vivi / posuerunt / fil(io) suo et sibi,Marco Veratio Severino defuncto annorum V Marcus Veratius Severus veteranus legionis XXX Ulpiae victricis et Licinia vivi posuerunt filio suo et sibi,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, nomen singulare, tria nomina, viri",43.5384,16.4743,1
255,2941,470954,EDCS-27601632,HD054724,171,300,,,,,Faniae Maximae / innocentissimae puellae / quae vixit ann(os) II m(enses) VIII(?) / Aelius Martinus b(ene)f(iciarius) co(n)s(ularis) / leg(ionis) I Ital(icae) dulcissimae,Faniae Maximae innocentissimae puellae quae vixit annos II menses VIII Aelius Martinus beneficiarius consularis legionis I Italicae dulcissimae,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
401,5209,473456,EDCS-10101049,HD019944,171,300,,,,,D(is) M(anibus) L(ucius) Val(erius) / Augusta/lis specula/tor leg(ionis) / I ad(iutricis) infe/licissimo / posuit Val(eria) / Sabina patr/i pientissi/mo pio,Dis Manibus Lucius Valerius Augustalis speculator legionis I adiutricis infelicissimo posuit Valeria Sabina patri pientissimo pio,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
429,5424,473721,EDCS-10101629,HD035046,171,300,,,,,D(is) [M(anibus)] / Aur(elio) Hil[ari]/ano mil(iti) [co]/hortis I [Belg(arum)] / ex st&lt;r=B&gt;at[ori]/bus st(i)p(endiorum) X[---] / [C]andidus [---] / [---]P(?)EP(?)[---] / [------? ,Dis Manibus Aurelio Hilariano militi cohortis I Belgarum ex st lt r gt atoribus stipendiorum X Candidus PEP,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, tria nomina, viri",43.5384,16.4743,1
464,6285,474733,EDCS-31300307,HD003786,171,300,,,,,D(is) M(anibus) // Aur[eli]o Maximo a mi/liti(i)s negotiat[o]ri / cele[be]rrimo qu[i vi]x(it) / ann(os) [p]lus minus [---] / Papir[iu]s Maximinu[s ---] / [---]a Maxim[---] / [------,Dis Manibus Aurelio Maximo a militiis negotiatori celeberrimo qui vixit annos plus minus Papirius Maximinus a Maxim,epitaph,epitaph,sarcophagus,,,,Dalmatia,Dalmatia,Trogir / Tragurium,Siculi,Kaštela,"milites, mulieres, ordo equester, tria nomina, viri",43.5306,16.3004,1
381,4869,473077,EDCS-32700255,HD051051,185,300,,,,,------] / [---] Aureli[us ---] / [---]s duplic[arius] / [le]g(ionis) VIII p(iae) f(idelis) [---] / [------,Aurelius s duplicarius legionis VIII piae fidelis,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
17,217,468144,EDCS-30400554,HD056469,200,300,"yes, both",Lozić,"unsure of legio reconstruction, so went with style",,D(is) M(anibus) / L(uci) Lentidi / Saturnini / vet(erani) leg(ionis) p(rimae) M(inerviae)(?) / p(iae) f(idelis) vi(v)us p(osuit) sib(i) / [--]AV(?)G(?) et co/ni(ugi) Ul(piae) Cris/pinae an(norum) LX / h(ic) s(ita) e(st),Dis Manibus Luci Lentidi Saturnini veterani legionis primae Minerviae piae fidelis vivus posuit sibi AVG et coniugi Ulpiae Crispinae annorum LX hic sita est,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Brekovica,Raetinium,Bihać,"milites, mulieres, tria nomina, viri",44.7885,15.9292,1
309,3649,471694,EDCS-28700945,HD062493,201,300,"yes, not_before",Matijevic 2017,,,------? Au]r(eliae) Ianuaria[e] / infelicissimae &lt;f=E&gt;i/liae quae vixit ann(os) III / m(enses) X Aur(elius) Ianuarius / mil(es) coh(ortis) VIII pat(er) ei(us) Aur(elia) / Ursina mat(er) posu&lt;e=I&gt;ru/nt ,Aureliae Ianuariae infelicissimae lt f gt iliae quae vixit annos III menses X Aurelius Ianuarius miles cohortis VIII pater eius Aurelia Ursina mater posu lt e gt runt,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
15,164,468090,EDCS-10100769,HD027058,201,300,"yes, both",Betz,,,Valen[t---] / militi legion[is II] / a(d)iutricis defun[c]/to an(norum) XXX memori/am posuit / Tata pi/entissima co(n)iux,Valent militi legionis II adiutricis defuncto annorum XXX memoriam posuit Tata pientissima coniux,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Bosansko Grahovo / Municipium Salvium,NULL,Bosansko Grahovo,"milites, mulieres, nomen singulare, viri",44.1808174,16.36568,1
38,638,468585,EDCS-10000198,HD032893,201,300,,,,,D(is) M(anibus) / T(itus) Aur(elius) Nepos / fil(ius) et Aur(elia) Ur/sina con(iunx) t(itulum) p/osuer(unt) T(ito) Aur(elio) / Carvo vete/rano an(norum) / LXX,Dis Manibus Titus Aurelius Nepos filius et Aurelia Ursina coniunx titulum posuerunt Tito Aurelio Carvo veterano annorum LXX,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Donje Selo / Solentia,NULL,Konjic,"milites, mulieres, tria nomina, viri",43.3996977,16.2605765,1
80,905,468857,EDCS-30800083,HD057193,201,300,,,,,D(is) M(anibus) s(acrum) / Ael(ii) Pinnes et Temus / parentes posuerunt / filio pientissimo / Pinnio militi legi/onis secund(a)es(!) defunc/to Bassianis anno/rum XXXII,Dis Manibus sacrum Aelii Pinnes et Temus parentes posuerunt filio pientissimo Pinnio militi legionis secundaes defuncto Bassianis annorum XXXII,epitaph,epitaph,tabula,,,,Dalmatia,Dalmatia,Glavaticevo,NULL,Konjic,"milites, mulieres, tria nomina, viri",43.5040612,18.1041299,1
211,2175,470172,EDCS-10100697,HD007905,201,300,,,,,D(is) M(anibus) s(acrum) / Aur(elia) Vendo / s(ibi) viva p(osuit) / et Aur(elio) Ma/ximo mi/liti filio / q(ui vixit) an(nos) XXV,Dis Manibus sacrum Aurelia Vendo sibi viva posuit et Aurelio Maximo militi filio qui vixit annos XXV,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Pljevlja / Komini / Municipium Splonistarum,Municipium S[---],Pljevlja,"mulieres, tria nomina, viri",43.3424,19.3204,1
216,2378,470379,EDCS-10000259,HD019714,201,300,,,,,D(is) M(anibus) / et perpetuae se/curitati // Tatoniae Procu/lae ann(orum) XXXIII con(iugi) / pi{t}ent(issimae) M(arcus) Aur(elius) Surus / vet(eranus) leg(ionis) X g(eminae) ex b(ene)f(iciario) et / MM(arci) Aur&lt;e=I&gt;li(i) Optatus / et Firminianus ma/tr(i) infelicissim(ae) / et libert(i) Aur(elii) Baosus / et Sumpa et Zipandus / et Quintus et Caro/ni libert(o) |(obito) / hh(eredes) f(aciendum) c(uraverunt) ,Dis Manibus et perpetuae securitati Tatoniae Proculae annorum XXXIII coniugi pitentissimae Marcus Aurelius Surus veteranus legionis X geminae ex beneficiario et MMarci Aur lt e gt lii Optatus et Firminianus matri infelicissimae et liberti Aurelii Baosus et Sumpa et Zipandus et Quintus et Caroni liberto obito hheredes faciendum curaverunt,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Prijedor,NULL,Prijedor,"liberti/libertae, milites, mulieres, tria nomina, viri",44.9778475,16.708363,1
310,3650,471695,EDCS-28700946,HD062523,201,300,,,,,Ven(eria) Quartilla Aur(elio) Materno / coniugi incomparabili et in/nocentissimo vet(erano) leg(ionis) II Ita/lic(ae) natione Noric(o) qui vixit / ann(os) XLVIIII posuit con/iunx b(ene) m(erenti),Veneria Quartilla Aurelio Materno coniugi incomparabili et innocentissimo veterano legionis II Italicae natione Norico qui vixit annos XLVIIII posuit coniunx bene merenti,epitaph,epitaph,urn,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, mulieres, tria nomina, viri",43.5384,16.4743,1
430,5425,473722,EDCS-10101630,HD035047,201,300,,,,,------] / leg(ionis) I [Itali]/c(a)e st(ipendiorum) I[--- ann(orum)] / XXIII Iul(ius) [---] / heres p[osuit],legionis I Italicae stipendiorum I annorum XXIII Iulius heres posuit,epitaph,epitaph,NULL,,,,Dalmatia,Dalmatia,Solin / Salona,Salonae,Solin,"milites, viri",43.5384,16.4743,1
453,6200,474647,EDCS-31400647,HD057755,201,300,,,,,Ultima clauserunt Par/carum stamina filo / Principii miserandi diem / quem gloria nisi / avus adque pater puerum / dedere &lt;p=R&gt;raeclara / militia patruoque suo iun/xere fovendum / cum primum pulchra lanu/gine sumeret annos / spectantes magnum patri/ae columenque futurum / heu miseri gloriari sibi / laetamque senectam / crudele(m) luctum domui / Ravenna remisit / hoc miseros titulo pro/prium signasse dolorem ,Ultima clauserunt Parcarum stamina filo Principii miserandi diem quem gloria nisi avus ad que pater puerum dedere lt p gt raeclara militia patruo que suo iunxere fovendum cum primum pulchra lanugine sumeret annos spectantes magnum patriae columen que futurum heu miseri gloriari sibi laetam que senectam crudelem luctum domui Ravenna remisit hoc miseros titulo proprium signasse dolorem,epitaph,epitaph,stele,,,,Dalmatia,Dalmatia,Travnik,Bersellum,Travnik,"milites, nomen singulare, viri",44.241,17.5765,1
